,n,token,lemma,pos
30342,43,οἰνοχόοι,οἰνοχόος,n-p---mn-
30343,44,φάσκοντες,φάσκω,v-pppamn-
30344,45,εἶναι,εἰμί,v--pna---
30345,46,.,.,u--------
30346,1,ἐπειδὴ,ἐπεί,c--------
30347,2,δὲ,δέ,g--------
30348,3,ἐπύθοντο,πυνθάνομαι,v3paim---
30349,4,ταῦτα,οὗτος,p-p---na-
30350,5,οἱ,ὁ,l-p---mn-
30351,6,τῶν,ὁ,l-p---mg-
30352,7,ὁπλιτῶν,ὁπλίτης,n-p---mg-
30353,8,στρατηγοί,στρατηγός,n-p---mn-
30354,9,",",",",u--------
30355,10,ἐδόκει,δοκέω,v3siia---
30356,11,αὐτοῖς,αὐτός,p-p---md-
30357,12,ἀπιέναι,ἀφίημι,v--pna---
30358,13,τὴν,ὁ,l-s---fa-
30359,14,ταχίστην,ταχύς,a-s---fa-
30360,15,ἐπὶ,ἐπί,r--------
30361,16,τὸ,ὁ,l-s---na-
30362,17,στρατόπεδον,στρατόπεδον,n-s---na-
30363,18,",",",",u--------
30364,19,μή,μή,c--------
30365,20,τις,τις,p-s---fn-
30366,21,ἐπίθεσις,ἐπίθεσις,n-s---fn-
30367,22,γένοιτο,γίγνομαι,v3saom---
30368,23,τοῖς,ὁ,l-p---md-
30369,24,καταλελειμμένοις,,v-pppemd-
30370,25,.,.,u--------
30371,26,καὶ,καί,d--------
30372,27,εὐθὺς,εὐθύς,d--------
30373,28,ἀνακαλεσάμενοι,,v-pppemn-
30374,29,τῇ,ὅς,d--------
30375,30,σάλπιγγι,σάλπιγξ,n-s---fd-
30376,31,ἀπῇσαν,ἀπᾴδω,v3paia---
30377,32,",",",",u--------
30378,33,καὶ,καί,d--------
30379,34,ἀφίκοντο,ἀφικνέομαι,v3paim---
30380,35,αὐθημερὸν,,a-s---ma-
30381,36,ἐπὶ,ἐπί,r--------
30382,37,τὸ,ὁ,l-s---na-
30383,38,στρατόπεδον,στρατόπεδον,n-s---na-
30384,39,.,.,u--------
30385,1,τῇ,ὅς,d--------
30386,2,δʼ,δέ,g--------
30387,3,ὑστεραίᾳ,ὑστεραῖος,a-s---fd-
30388,4,ἐδόκει,δοκέω,v3siia---
30389,5,πορευτέον,πορεύω,a-s---nn-
30390,6,εἶναι,εἰμί,v--pna---
30391,7,ὅπῃ,ὅπῃ,d--------
30392,8,δύναιντο,,v3paom---
30393,9,τάχιστα,ταχύς,a-p---na-
30394,10,πρὶν,πρίν,c--------
30395,11,ἢ,τίη,d--------
30396,12,συλλεγῆναι,συλλέγω,v--anp---
30397,13,τὸ,ὁ,l-s---na-
30398,14,στράτευμα,στράτευμα,n-s---na-
30399,15,πάλιν,πάλιν,d--------
30400,16,καὶ,καί,d--------
30401,17,καταλαβεῖν,καταλαμβάνω,v--ana---
30402,18,τὰ,ὁ,l-p---na-
30403,19,στενά,στένος,n-p---na-
30404,20,.,.,u--------
30405,21,συσκευασάμενοι,,v-pppemn-
30406,22,δʼ,δέ,g--------
30407,23,εὐθὺς,εὐθύς,d--------
30408,24,ἐπορεύοντο,πορεύω,v3piie---
30409,25,διὰ,διά,r--------
30410,26,χιόνος,χιών,n-s---fg-
30411,27,πολλῆς,πολύς,a-s---fg-
30412,28,ἡγεμόνας,ἡγεμών,n-p---ma-
30413,29,ἔχοντες,ἔχω,v-pppamn-
30414,30,πολλούς,πολύς,a-p---ma-
30415,31,·,·,u--------
30416,32,καὶ,καί,d--------
30417,33,αὐθημερὸν,,a-s---na-
30418,34,ὑπερβαλόντες,ὑπερβάλλω,v-papamn-
30419,35,τὸ,ὁ,l-s---na-
30420,36,ἄκρον,ἄκρον,n-s---na-
30421,37,ἐφʼ,,v3saia---
30422,38,ᾧ,ὅς2,p-s---md-
30423,39,ἔμελλεν,μέλλω,v3siia---
30424,40,ἐπιτίθεσθαι,ἐπιτίθημι,v--pne---
30425,41,Τιρίβαζος,Τιρίβαζος,n-s---mn-
30426,42,κατεστρατοπεδεύσαντο,καταστρατοπεδεύω,v3paim---
30427,43,.,.,u--------
30428,1,ἐντεῦθεν,ἐντεῦθεν,d--------
30429,2,δʼ,δέ,g--------
30430,3,ἐπορεύθησαν,πορεύω,v3paip---
30431,4,σταθμοὺς,σταθμός,n-p---ma-
30432,5,ἐρήμους,ἐρῆμος,a-p---fa-
30433,6,τρεῖς,,m--------
30434,7,παρασάγγας,,n-p---fa-
30435,8,πεντεκαίδεκα,,a--------
30436,9,ἐπὶ,ἐπί,r--------
30437,10,τὸν,ὁ,l-s---ma-
30438,11,Εὐφράτην,Εὐφράτης,n-s---ma-
30439,12,ποταμόν,ποταμός,n-s---ma-
30440,13,",",",",u--------
30441,14,καὶ,καί,d--------
30442,15,διέβαινον,διαβαίνω,v3piia---
30443,16,αὐτὸν,αὐτός,p-s---ma-
30444,17,βρεχόμενοι,βρέχω,v-pppemn-
30445,18,πρὸς,πρός,r--------
30446,19,τὸν,ὁ,l-s---ma-
30447,20,ὀμφαλόν,ὀμφαλός,n-s---ma-
30448,21,.,.,u--------
30449,1,ἐλέγοντο,λέγω,v3piie---
30450,2,δʼ,δέ,g--------
30451,3,οὐδὲ,οὐδέ,d--------
30452,4,πηγαὶ,πηγή,n-p---fn-
30453,5,πρόσω,πρόσω,d--------
30454,6,εἶναι,εἰμί,v--pna---
30455,7,.,.,u--------
30456,8,ἐντεῦθεν,ἐντεῦθεν,d--------
30457,9,ἐπορεύοντο,πορεύω,v3piie---
30458,10,διὰ,διά,r--------
30459,11,χιόνος,χιών,n-s---fg-
30460,12,πολλῆς,πολύς,a-s---fg-
30461,13,καὶ,καί,d--------
30462,14,πεδίου,πεδίον,n-s---ng-
30463,15,σταθμοὺς,σταθμός,n-p---ma-
30464,16,τρεῖς,,m--------
30465,17,παρασάγγας,,n-p---fa-
30466,18,πεντεκαίδεκα,,a--------
30467,19,.,.,u--------
30468,20,ὁ,ὁ,l-s---mn-
30469,21,δὲ,δέ,g--------
30470,22,τρίτος,τρίτος,a-s---mn-
30471,23,ἐγένετο,γίγνομαι,v3saim---
30472,24,χαλεπὸς,χαλεπός,a-s---mn-
30473,25,καὶ,καί,d--------
30474,26,ἄνεμος,ἄνεμος,n-s---mn-
30475,27,βορρᾶς,,a-s---mn-
30476,28,ἐναντίος,ἐναντίος,a-s---mn-
30477,29,ἔπνει,πνέω,v3siia---
30478,30,παντάπασιν,παντάπασι,d--------
30479,31,ἀποκαίων,ἀποκαίω,v-sppamn-
30480,32,πάντα,πᾶς,a-p---na-
30481,33,καὶ,καί,d--------
30482,34,πηγνὺς,,n-s---mn-
30483,35,τοὺς,ὁ,l-p---ma-
30484,36,ἀνθρώπους,ἄνθρωπος,n-p---ma-
30485,37,.,.,u--------
30486,1,ἔνθα,ἔνθα,d--------
30487,2,δὴ,δή,g--------
30488,3,τῶν,ὁ,l-p---fg-
30489,4,μάντεών,,v-sapamn-
30490,5,τις,τις,p-s---mn-
30491,6,εἶπε,λέγω,v3saia---
30492,7,σφαγιάσασθαι,σφαγιάζομαι,v--anm---
30493,8,τῷ,τῷ,d--------
30494,9,ἀνέμῳ,ἄνεμος,n-s---md-
30495,10,",",",",u--------
30496,11,καὶ,καί,d--------
30497,12,σφαγιάζεται,σφαγιάζομαι,v3spie---
30498,13,·,·,u--------
30499,14,καὶ,καί,d--------
30500,15,πᾶσι,πᾶς,a-p---md-
30501,16,δὴ,δή,g--------
30502,17,περιφανῶς,περιφανής,d--------
30503,18,ἔδοξεν,δοκέω,v3saia---
30504,19,λῆξαι,λήγω,v--ana---
30505,20,τὸ,ὅς,p-s---na-
30506,21,χαλεπὸν,χαλεπός,a-s---nn-
30507,22,τοῦ,ὁ,l-s---ng-
30508,23,πνεύματος,πνεῦμα,n-s---ng-
30509,24,.,.,u--------
30510,25,ἦν,εἰμί,v3siia---
30511,26,δὲ,δέ,g--------
30512,27,τῆς,ὁ,l-s---fg-
30513,28,χιόνος,χιών,n-s---fg-
30514,29,τὸ,ὁ,l-s---na-
30515,30,βάθος,βάθος,n-s---na-
30516,31,ὀργυιά,,p-d----n-
30517,32,·,·,u--------
30518,33,ὥστε,ὡς,d--------
30519,34,καὶ,καί,d--------
30520,35,τῶν,ὁ,l-p---mg-
30521,36,ὑποζυγίων,,a-p---mg-
30522,37,καὶ,καί,c--------
30523,38,τῶν,ὁ,l-p---mg-
30524,39,ἀνδραπόδων,,n-p---mg-
30525,40,πολλὰ,,d--------
30526,41,ἀπώλετο,,v3sai----
30527,42,καὶ,καί,d--------
30528,43,τῶν,ὁ,l-p---mg-
30529,44,στρατιωτῶν,στρατιώτης,n-p---mg-
30530,45,ὡς,ὡς,c--------
30531,46,τριάκοντα,,a--------
30532,47,.,.,u--------
30533,1,διεγένοντο,,v3piie---
30534,2,δὲ,δέ,g--------
30535,3,τὴν,ὁ,l-s---fa-
30536,4,νύκτα,νύξ,n-s---fa-
30537,5,πῦρ,πῦρ,n-s---na-
30538,6,καίοντες,καίω,v-pppamn-
30539,7,·,·,u--------
30540,8,ξύλα,ξύλον,n-p---na-
30541,9,δʼ,δέ,g--------
30542,10,ἦν,εἰμί,v3siia---
30543,11,ἐν,ἐν,r--------
30544,12,τῷ,ὁ,l-s---md-
30545,13,σταθμῷ,σταθμός,n-s---md-
30546,14,πολλά,πολύς,a-p---na-
30547,15,·,·,u--------
30548,16,οἱ,ὁ,l-p---mn-
30549,17,δὲ,δέ,g--------
30550,18,ὀψὲ,ὀψέ,d--------
30551,19,προσιόντες,πρόσειμι2,v-pppamn-
30552,20,ξύλα,ξύλον,n-p---na-
30553,21,οὐκ,,c--------
30554,22,εἶχον,ἔχω,v3piia---
30555,23,.,.,u--------
30556,24,οἱ,ἕ,p-s---md-
30557,25,οὖν,οὖν,g--------
30558,26,πάλαι,πάλαι,d--------
30559,27,ἥκοντες,ἥκω,v-pppamn-
30560,28,καὶ,καί,d--------
30561,29,τὸ,ὁ,l-s---na-
30562,30,πῦρ,πῦρ,n-s---na-
30563,31,καίοντες,καίω,v-pppamn-
30564,32,οὐ,οὐ,d--------
30565,33,προσίεσαν,,v3paia---
30566,34,πρὸς,πρός,r--------
30567,35,τὸ,ὁ,l-s---na-
30568,36,πῦρ,πῦρ,n-s---na-
30569,37,τοὺς,ὁ,l-p---ma-
30570,38,ὀψίζοντας,ὀψίζω,v-pppama-
30571,39,",",",",u--------
30572,40,εἰ,εἰ,c--------
30573,41,μὴ,μή,d--------
30574,42,μεταδοῖεν,μεταδίδωμι,v3paoa---
30575,43,αὐτοῖς,αὐτός,p-p---md-
30576,44,πυροὺς,πυρός,n-p---ma-
30577,45,ἢ,ἤ,c--------
30578,46,ἄλλο,ἄλλος,a-s---na-
30579,47,τι,τις,p-s---na-
30580,48,εἴ,εἰ,c--------
30581,49,τι,τις,p-s---na-
30582,50,ἔχοιεν,ἔχω,v3ppoa---
30583,51,βρωτόν,βρωτός,a-s---na-
30584,52,.,.,u--------
30585,1,ἔνθα,ἔνθα,d--------
30586,2,δὴ,δή,g--------
30587,3,μετεδίδοσαν,μεταδίδωμι,v3piia---
30588,4,ἀλλήλοις,ἀλλήλων,p-p---md-
30589,5,ὧν,ὅς2,p-p---ng-
30590,6,εἶχον,ἔχω,v3piia---
30591,7,ἕκαστοι,ἕκαστος,a-p---mn-
30592,8,.,.,u--------
30593,9,ἔνθα,ἔνθα,d--------
30594,10,δὲ,δέ,g--------
30595,11,τὸ,ὁ,l-s---na-
30596,12,πῦρ,πῦρ,n-s---na-
30597,13,ἐκαίετο,καίω,v3siie---
30598,14,",",",",u--------
30599,15,διατηκομένης,διατήκω,v-sppefg-
30600,16,τῆς,ὁ,l-s---fg-
30601,17,χιόνος,χιών,n-s---fg-
30602,18,βόθροι,βόθρος,n-p---mn-
30603,19,ἐγένοντο,γίγνομαι,v3paim---
30604,20,μεγάλοι,μέγας,a-p---mn-
30605,21,ἔστε,,d--------
30606,22,ἐπὶ,ἐπί,r--------
30607,23,τὸ,ὁ,l-s---na-
30608,24,δάπεδον,δάπεδον,n-s---na-
30609,25,·,·,u--------
30610,26,οὗ,οὗ,d--------
30611,27,δὴ,δή,g--------
30612,28,παρῆν,πάρειμι,v3siia---
30613,29,μετρεῖν,μετρέω,v--pna---
30614,30,τὸ,ὁ,l-s---na-
30615,31,βάθος,βάθος,n-s---na-
30616,32,τῆς,ὁ,l-s---fg-
30617,33,χιόνος,χιών,n-s---fg-
30618,34,.,.,u--------
30619,1,ἐντεῦθεν,ἐντεῦθεν,d--------
30620,2,δὲ,δέ,g--------
30621,3,τὴν,ὁ,l-s---fa-
30622,4,ἐπιοῦσαν,ἔπειμι2,v-sppafa-
30623,5,ἡμέραν,ἡμέρα,n-s---fa-
30624,6,ὅλην,ὅλος,a-s---fa-
30625,7,ἐπορεύοντο,πορεύω,v3piie---
30626,8,διὰ,διά,r--------
30627,9,χιόνος,χιών,n-s---fg-
30628,10,",",",",u--------
30629,11,καὶ,καί,d--------
30630,12,πολλοὶ,πολύς,a-p---mn-
30631,13,τῶν,ὁ,l-p---mg-
30632,14,ἀνθρώπων,ἄνθρωπος,n-p---mg-
30633,15,ἐβουλιμίασαν,βουλιμιάω,v3paia---
30634,16,.,.,u--------
30635,17,Ξενοφῶν,Ξενοφῶν,n-s---mn-
30636,18,δʼ,δέ,g--------
30637,19,ὀπισθοφυλακῶν,ὀπισθοφυλακέω,v-sppamn-
30638,20,καὶ,καί,d--------
30639,21,καταλαμβάνων,καταλαμβάνω,v-sppamn-
30640,22,τοὺς,ὁ,l-p---ma-
30641,23,πίπτοντας,πίπτω,v-pppama-
30642,24,τῶν,ὁ,l-p---mg-
30643,25,ἀνθρώπων,ἄνθρωπος,n-p---mg-
30644,26,ἠγνόει,ἀγνοέω,v3siia---
30645,27,ὅ,ὅς,p-s---na-
30646,28,τι,,a-s---na-
30647,29,τὸ,ὁ,l-s---na-
30648,30,πάθος,πάθος,n-s---na-
30649,31,εἴη,εἰμί,v3spoa---
30650,32,.,.,u--------
30651,1,ἐπειδὴ,ἐπεί,c--------
30652,2,δὲ,δέ,g--------
30653,3,εἶπέ,λέγω,v3saia---
30654,4,τις,τις,p-s---mn-
30655,5,αὐτῷ,αὐτός,p-s---md-
30656,6,τῶν,ὁ,l-p---mg-
30657,7,ἐμπείρων,,v-sppamn-
30658,8,ὅτι,ὅτι2,c--------
30659,9,σαφῶς,σαφής,d--------
30660,10,βουλιμιῶσι,βουλιμιάω,v3ppia---
30661,11,κἄν,ἐάν,c--------
30662,12,τι,τι,d--------
30663,13,φάγωσιν,,v3ppsa---
30664,14,ἀναστήσονται,,v3ppie---
30665,15,",",",",u--------
30666,16,περιιὼν,περίειμι2,v-sppamn-
30667,17,περὶ,περί,r--------
30668,18,τὰ,ὁ,l-p---na-
30669,19,ὑποζύγια,,a-p---na-
30670,20,",",",",u--------
30671,21,εἴ,εἰ,c--------
30672,22,πού,που,d--------
30673,23,τι,τις,p-s---nn-
30674,24,ὁρῴη,,n-s---nn-
30675,25,βρωτόν,βρωτός,a-s---nn-
30676,26,",",",",u--------
30677,27,διεδίδου,διαδίδωμι,v3siia---
30678,28,καὶ,καί,c--------
30679,29,διέπεμπε,διαπέμπω,v3siia---
30680,30,διδόντας,,v-papama-
30681,31,τοὺς,ὁ,l-p---ma-
30682,32,δυναμένους,,v-pppema-
30683,33,περιτρέχειν,περιτρέχω,v--pna---
30684,34,τοῖς,ὁ,l-p---md-
30685,35,βουλιμιῶσιν,,v3pasa---
30686,36,.,.,u--------
30687,1,ἐπειδὴ,ἐπεί,c--------
30688,2,δέ,δέ,g--------
30689,3,τι,τις,p-s---na-
30690,4,ἐμφάγοιεν,,v3ppoa---
30691,5,",",",",u--------
30692,6,ἀνίσταντο,ἀνίστημι,v3piie---
30693,7,καὶ,καί,c--------
30694,8,ἐπορεύοντο,πορεύω,v3piie---
30695,9,.,.,u--------
30696,10,πορευομένων,πορεύω,v-pppemg-
30697,11,δὲ,δέ,g--------
30698,12,Χειρίσοφος,Χειρίσοφος,n-s---mn-
30699,13,μὲν,μέν,g--------
30700,14,ἀμφὶ,ἀμφί,r--------
30701,15,κνέφας,κνέφας,n-s---nn-
30702,16,πρὸς,πρός,r--------
30703,17,κώμην,κώμη,n-s---fa-
30704,18,ἀφικνεῖται,ἀφικνέομαι,v3spie---
30705,19,",",",",u--------
30706,20,καὶ,καί,d--------
30707,21,ὑδροφορούσας,ὑδροφορέω,v-pppafa-
30708,22,ἐκ,ἐκ,r--------
30709,23,τῆς,ὁ,l-s---fg-
30710,24,κώμης,κώμη,n-s---fg-
30711,25,πρὸς,πρός,r--------
30712,26,τῇ,ὅς,d--------
30713,27,κρήνῃ,κρήνη,n-s---fd-
30714,28,γυναῖκας,γυνή,n-p---fa-
30715,29,καὶ,καί,c--------
30716,30,κόρας,κόρη,n-p---fa-
30717,31,καταλαμβάνει,καταλαμβάνω,v3spia---
30718,32,ἔμπροσθεν,ἔμπροσθεν,d--------
30719,33,τοῦ,ὁ,l-s---ng-
30720,34,ἐρύματος,ἔρυμα,n-s---ng-
30721,35,.,.,u--------
30722,1,αὗται,οὗτος,p-p---fn-
30723,2,ἠρώτων,ἐρωτάω,v1siia---
30724,3,αὐτοὺς,αὐτός,p-p---ma-
30725,4,τίνες,τις,p-p---mn-
30726,5,εἶεν,εἰμί,v3ppoa---
30727,6,.,.,u--------
30728,7,ὁ,ὁ,l-s---mn-
30729,8,δʼ,δέ,g--------
30730,9,ἑρμηνεὺς,ἑρμηνεύς,n-s---mn-
30731,10,εἶπε,λέγω,v3saia---
30732,11,περσιστὶ,Περσιστί,d--------
30733,12,ὅτι,ὅτι2,c--------
30734,13,παρὰ,παρά,r--------
30735,14,βασιλέως,βασιλεύς,n-s---mg-
30736,15,πορεύονται,πορεύω,v3ppie---
30737,16,πρὸς,πρός,r--------
30738,17,τὸν,ὁ,l-s---ma-
30739,18,σατράπην,σατράπης,n-s---ma-
30740,19,.,.,u--------
30741,20,αἱ,ὁ,l-p---fn-
30742,21,δὲ,δέ,g--------
30743,22,ἀπεκρίναντο,ἀποκρίνω,v3paim---
30744,23,ὅτι,ὅτι2,c--------
30745,24,οὐκ,οὐ,d--------
30746,25,ἐνταῦθα,ἐνταῦθα,d--------
30747,26,εἴη,εἰμί,v3spoa---
30748,27,",",",",u--------
30749,28,ἀλλʼ,,a-s---nd-
30750,29,ἀπέχει,ἀπέχω,v3spia---
30751,30,ὅσον,ὅσος,a-s---na-
30752,31,παρασάγγην,,v1saim---
30753,32,.,.,u--------
30754,33,οἱ,ὁ,l-p---mn-
30755,34,δʼ,δέ,g--------
30756,35,",",",",u--------
30757,36,ἐπεὶ,ἐπεί,c--------
30758,37,ὀψὲ,ὀψέ,d--------
30759,38,ἦν,εἰμί,v3siia---
30760,39,",",",",u--------
30761,40,πρὸς,πρός,r--------
30762,41,τὸν,ὁ,l-s---ma-
30763,42,κώμαρχον,κώμαρχος,n-s---ma-
30764,43,συνεισέρχονται,συνεισέρχομαι,v3ppie---
30765,44,εἰς,εἰς,r--------
30766,45,τὸ,ὁ,l-s---na-
30767,46,ἔρυμα,ἔρυμα,n-s---na-
30768,47,σὺν,σύν,r--------
30769,48,ταῖς,ὁ,l-p---fd-
30770,49,ὑδροφόροις,ὑδροφόρος,a-p---md-
30771,50,.,.,u--------
30772,1,Χειρίσοφος,Χειρίσοφος,n-s---mn-
30773,2,μὲν,μέν,g--------
30774,3,οὖν,οὖν,g--------
30775,4,καὶ,καί,d--------
30776,5,ὅσοι,ὅσος,a-p---mn-
30777,6,ἐδυνήθησαν,δύναμαι,v3paip---
30778,7,τοῦ,ὁ,l-s---ng-
30779,8,στρατεύματος,στράτευμα,n-s---ng-
30780,9,ἐνταῦθα,ἐνταῦθα,d--------
30781,10,ἐστρατοπεδεύσαντο,στρατοπεδεύω,v3paim---
30782,11,",",",",u--------
30783,12,τῶν,ὁ,l-p---mg-
30784,13,δʼ,δέ,g--------
30785,14,ἄλλων,ἄλλος,a-p---mg-
30786,15,στρατιωτῶν,στρατιώτης,n-p---mg-
30787,16,οἱ,ὁ,l-p---mn-
30788,17,μὴ,μή,d--------
30789,18,δυνάμενοι,,v-pppemn-
30790,19,διατελέσαι,διατελέω,v--ana---
30791,20,τὴν,ὁ,l-s---fa-
30792,21,ὁδὸν,ὁδός,n-s---fa-
30793,22,ἐνυκτέρευσαν,νυκτερεύω,v3paia---
30794,23,ἄσιτοι,ἄσιτος,a-p---mn-
30795,24,καὶ,καί,d--------
30796,25,ἄνευ,ἄνευ,r--------
30797,26,πυρός,πῦρ,n-s---ng-
30798,27,·,·,u--------
30799,28,καὶ,καί,d--------
30800,29,ἐνταῦθά,ἐνταῦθα,d--------
30801,30,τινες,τις,p-p---mn-
30802,31,ἀπώλοντο,ἀπόλλυμι,v3paim---
30803,32,τῶν,ὁ,l-p---mg-
30804,33,στρατιωτῶν,στρατιώτης,n-p---mg-
30805,34,.,.,u--------
30806,1,ἐφείποντο,ἐφέπω,v3piie---
30807,2,δὲ,δέ,g--------
30808,3,τῶν,ὁ,l-p---mg-
30809,4,πολεμίων,πολέμιος,a-p---mg-
30810,5,συνειλεγμένοι,συλλέγω,v-prpemn-
30811,6,τινὲς,,p-p---mn-
30812,7,καὶ,καί,d--------
30813,8,τὰ,ὁ,l-p---na-
30814,9,μὴ,μή,d--------
30815,10,δυνάμενα,,v-pppena-
30816,11,τῶν,ὁ,l-p---ng-
30817,12,ὑποζυγίων,,a-p---ng-
30818,13,ἥρπαζον,ἁρπάζω,v3piia---
30819,14,καὶ,καί,d--------
30820,15,ἀλλήλοις,ἀλλήλων,p-p---md-
30821,16,ἐμάχοντο,μάχομαι,v3piie---
30822,17,περὶ,περί,r--------
30823,18,αὐτῶν,αὐτός,a-p---mg-
30824,19,.,.,u--------
30825,20,ἐλείποντο,λείπω,v3piie---
30826,21,δὲ,δέ,g--------
30827,22,τῶν,ὁ,l-p---mg-
30828,23,στρατιωτῶν,στρατιώτης,n-p---mg-
30829,24,οἵ,ὅς,p-p---mn-
30830,25,τε,τε,d--------
30831,26,διεφθαρμένοι,διαφθείρω,v-prpemn-
30832,27,ὑπὸ,ὑπό,r--------
30833,28,τῆς,ὁ,l-s---fg-
30834,29,χιόνος,χιών,n-s---fg-
30835,30,τοὺς,ὁ,l-p---ma-
30836,31,ὀφθαλμοὺς,ὀφθαλμός,n-p---ma-
30837,32,οἵ,ὁ,l-p---mn-
30838,33,τε,τε,d--------
30839,34,ὑπὸ,ὑπό,r--------
30840,35,τοῦ,ὁ,l-s---ng-
30841,36,ψύχους,ψῦχος,n-s---ng-
30842,37,τοὺς,ὁ,l-p---ma-
30843,38,δακτύλους,δάκτυλος,n-p---ma-
30844,39,τῶν,ὁ,l-p---mg-
30845,40,ποδῶν,πούς,n-p---mg-
30846,41,ἀποσεσηπότες,ἀποσήπομαι,v-prpamn-
30847,42,.,.,u--------
30848,1,ἦν,εἰμί,v3siia---
30849,2,δὲ,δέ,g--------
30850,3,τοῖς,ὁ,l-p---md-
30851,4,μὲν,μέν,g--------
30852,5,ὀφθαλμοῖς,ὀφθαλμός,n-p---md-
30853,6,ἐπικούρημα,ἐπικούρημα,n-s---nn-
30854,7,τῆς,ὁ,l-s---fg-
30855,8,χιόνος,χιών,n-s---fg-
30856,9,εἴ,εἰ,c--------
30857,10,τις,τις,p-s---mn-
30858,11,μέλαν,μέλας,a-s---nn-
30859,12,τι,τι,d--------
30860,13,ἔχων,ἔχω,v-sppamn-
30861,14,πρὸ,πρό,r--------
30862,15,τῶν,ὁ,l-p---mg-
30863,16,ὀφθαλμῶν,ὀφθαλμός,n-p---mg-
30864,17,ἐπορεύετο,πορεύω,v3siie---
30865,18,",",",",u--------
30866,19,τῶν,ὁ,l-p---mg-
30867,20,δὲ,δέ,g--------
30868,21,ποδῶν,πούς,n-p---mg-
30869,22,εἴ,εἰ,c--------
30870,23,τις,τις,p-s---mn-
30871,24,κινοῖτο,,v3siie---
30872,25,καὶ,καί,d--------
30873,26,μηδέποτε,μηδέποτε,d--------
30874,27,ἡσυχίαν,ἡσυχία,n-s---fa-
